Site;SS34 Chemin Vert 29 (ID 3234);SS34 Chemin Vert 29 (ID 3234);SS34 Chemin Vert 29 (ID 3234);SS34 Chemin Vert 29 (ID 3234)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-10-07 16:00:00;25;76.7;57.0;73.0
2023-10-07 17:00:00;0;70.3;54.2;67.4
2023-10-07 18:00:00;13;71.0;34.4;42.0
2023-10-07 19:00:00;10;75.3;58.3;70.9
2023-10-07 20:00:00;3;72.3;27.1;32.8
2023-10-07 21:00:00;23;75.8;52.4;66.3
2023-10-07 22:00:00;2;72.4;41.1;50.0
2023-10-07 23:00:00;25;74.8;43.5;55.6
2023-10-08 00:00:00;3;73.2;47.4;57.2
2023-10-08 01:00:00;5;72.9;29.4;34.9
2023-10-08 02:00:00;26;75.4;51.5;64.9
2023-10-08 03:00:00;3;72.4;40.1;47.5
2023-10-08 04:00:00;7;72.8;30.5;36.0
2023-10-08 05:00:00;6;71.8;31.0;36.2
2023-10-08 06:00:00;18;73.6;55.0;66.8
2023-10-08 07:00:00;5;72.5;34.9;41.3
2023-10-08 08:00:00;9;73.5;32.2;37.9
2023-10-08 09:00:00;26;74.7;44.1;55.3
2023-10-08 10:00:00;3;73.9;51.2;61.5
2023-10-08 11:00:00;22;73.9;41.4;52.5
2023-10-08 12:00:00;16;75.7;54.4;66.2
2023-10-08 13:00:00;25;75.3;44.4;58.4
2023-10-08 14:00:00;8;75.1;56.3;73.1
2023-10-08 15:00:00;9;70.2;53.1;70.2
2023-10-08 16:00:00;7;73.7;58.5;72.3
2023-10-08 17:00:00;19;75.6;57.3;72.4
2023-10-08 18:00:00;15;73.5;55.7;72.1
2023-10-08 19:00:00;8;75.1;58.1;72.3
2023-10-08 20:00:00;17;73.6;38.8;48.1
2023-10-08 21:00:00;9;75.0;47.8;57.3
2023-10-08 22:00:00;28;76.2;51.0;66.9
2023-10-08 23:00:00;3;73.2;38.1;45.1
2023-10-09 00:00:00;4;72.0;28.1;33.8
2023-10-09 01:00:00;5;71.8;29.0;34.3
2023-10-09 02:00:00;5;70.9;29.8;34.7
2023-10-09 03:00:00;22;73.3;52.4;62.7
2023-10-09 04:00:00;2;71.8;40.7;48.3
2023-10-09 05:00:00;7;73.5;30.4;35.9
2023-10-09 06:00:00;17;73.9;52.6;64.2
2023-10-09 07:00:00;19;72.1;47.1;58.1
2023-10-09 08:00:00;13;76.6;47.2;56.2
2023-10-09 09:00:00;23;75.8;40.3;51.4
2023-10-09 10:00:00;5;74.2;54.9;67.1
2023-10-09 11:00:00;4;72.7;29.9;34.9
2023-10-09 12:00:00;19;74.4;45.7;56.1
2023-10-09 13:00:00;0;71.8;56.5;71.4
2023-10-09 14:00:00;11;69.7;55.5;69.9
2023-10-09 15:00:00;4;72.1;58.7;71.8
2023-10-09 16:00:00;13;70.2;56.6;70.1
2023-10-09 17:00:00;7;73.5;58.5;72.2
2023-10-09 18:00:00;3;67.0;55.2;68.4
2023-10-09 19:00:00;16;75.1;58.6;73.0
2023-10-09 20:00:00;16;71.4;54.2;67.6
2023-10-09 21:00:00;15;75.4;57.2;73.2
2023-10-09 22:00:00;27;75.7;52.9;66.9
2023-10-09 23:00:00;2;73.4;41.1;49.4
2023-10-10 00:00:00;3;72.7;28.0;33.2
2023-10-10 01:00:00;3;71.3;28.0;33.6
2023-10-10 02:00:00;4;70.0;28.6;34.0
2023-10-10 03:00:00;3;67.8;28.5;38.9
2023-10-10 04:00:00;19;73.8;59.4;72.3
2023-10-10 05:00:00;4;70.9;34.2;39.9
2023-10-10 06:00:00;7;71.7;30.7;36.5
2023-10-10 07:00:00;30;75.6;55.2;70.1
2023-10-10 08:00:00;5;74.6;35.1;40.7
2023-10-10 09:00:00;30;75.8;43.1;56.0
2023-10-10 10:00:00;9;75.1;52.7;63.6
2023-10-10 11:00:00;20;74.0;37.3;47.6
2023-10-10 12:00:00;10;74.9;58.1;72.6
2023-10-10 13:00:00;14;71.7;56.1;71.0
2023-10-10 14:00:00;7;74.5;56.1;73.0
2023-10-10 15:00:00;11;71.1;54.5;70.4
2023-10-10 16:00:00;4;72.2;58.0;71.6
2023-10-10 17:00:00;13;70.8;57.0;70.6
2023-10-10 18:00:00;6;72.7;56.9;71.8
2023-10-10 19:00:00;12;74.7;58.4;73.0
2023-10-10 20:00:00;23;73.8;45.4;56.4
2023-10-10 21:00:00;6;74.5;43.6;51.4
2023-10-10 22:00:00;23;76.0;52.9;65.3
2023-10-10 23:00:00;3;74.5;28.0;33.1
2023-10-11 00:00:00;3;72.6;28.0;33.9
2023-10-11 01:00:00;17;72.5;32.9;41.0
2023-10-11 02:00:00;10;74.9;57.3;70.1
2023-10-11 03:00:00;5;72.9;29.3;35.0
2023-10-11 04:00:00;6;72.6;30.2;35.5
2023-10-11 05:00:00;6;71.2;31.0;36.0
2023-10-11 06:00:00;19;73.5;56.5;67.8
2023-10-11 07:00:00;5;72.2;35.6;41.5
2023-10-11 08:00:00;26;76.2;56.8;72.1
2023-10-11 09:00:00;6;74.5;31.7;37.3
2023-10-11 10:00:00;24;75.8;48.0;60.4
2023-10-11 11:00:00;4;71.7;56.6;71.5
2023-10-11 12:00:00;25;77.2;57.3;73.0
2023-10-11 13:00:00;0;68.4;38.2;50.4
2023-10-11 14:00:00;20;74.7;56.0;71.6
2023-10-11 15:00:00;0;69.1;54.3;70.3
2023-10-11 16:00:00;15;74.2;58.4;72.2
2023-10-11 17:00:00;0;68.3;55.6;69.6
2023-10-11 18:00:00;19;74.9;58.2;72.4
2023-10-11 19:00:00;6;70.0;54.8;70.4
2023-10-11 20:00:00;33;77.4;55.5;73.1
2023-10-11 21:00:00;20;75.7;53.3;67.7
2023-10-11 22:00:00;12;76.3;46.2;54.5
2023-10-11 23:00:00;3;73.4;28.0;33.5
2023-10-12 00:00:00;19;74.4;46.2;58.1
2023-10-12 01:00:00;2;72.3;40.5;48.2
2023-10-12 02:00:00;6;72.7;29.4;34.9
2023-10-12 03:00:00;5;71.4;30.0;35.2
2023-10-12 04:00:00;5;70.0;30.0;35.3
2023-10-12 05:00:00;17;72.9;57.0;68.1
2023-10-12 06:00:00;5;71.7;35.0;41.1
2023-10-12 07:00:00;32;75.3;46.2;60.6
2023-10-12 08:00:00;25;76.5;55.3;71.0
2023-10-12 09:00:00;4;73.2;33.2;38.7
2023-10-12 10:00:00;33;76.0;49.6;64.4
2023-10-12 11:00:00;2;72.0;53.6;65.0
2023-10-12 12:00:00;12;71.8;36.2;44.1
2023-10-12 13:00:00;12;74.7;58.3;72.7
2023-10-12 14:00:00;15;72.7;57.1;71.9
2023-10-12 15:00:00;0;71.7;56.9;71.4
2023-10-12 16:00:00;0;65.6;53.8;67.3
2023-10-12 17:00:00;15;68.9;57.0;69.1
2023-10-12 18:00:00;1;70.5;58.0;71.1
2023-10-12 19:00:00;27;74.6;56.7;72.1
2023-10-12 20:00:00;17;74.8;53.0;72.9
2023-10-12 21:00:00;19;77.1;56.8;71.3
2023-10-12 22:00:00;13;74.0;34.3;42.0
2023-10-12 23:00:00;8;74.8;51.4;61.2
2023-10-13 00:00:00;3;72.1;28.0;33.5
2023-10-13 01:00:00;4;72.0;28.6;34.0
2023-10-13 02:00:00;5;71.5;29.6;34.8
2023-10-13 03:00:00;9;70.6;31.7;37.8
2023-10-13 04:00:00;12;72.8;61.1;72.5
2023-10-13 05:00:00;5;71.4;31.5;36.3
2023-10-13 06:00:00;8;73.0;31.3;37.0
2023-10-13 07:00:00;30;75.5;46.5;59.9
2023-10-13 08:00:00;11;76.5;43.7;51.8
2023-10-13 09:00:00;19;75.2;36.8;47.0
2023-10-13 10:00:00;7;74.2;58.4;72.4
2023-10-13 11:00:00;2;70.0;36.0;42.2
2023-10-13 12:00:00;22;74.4;49.5;61.3
2023-10-13 13:00:00;0;70.5;57.2;71.0
2023-10-13 14:00:00;8;67.7;55.7;68.6
2023-10-13 15:00:00;8;74.6;57.9;72.5
2023-10-13 16:00:00;0;67.3;54.5;68.6
2023-10-13 17:00:00;6;64.4;53.5;65.9
2023-10-13 18:00:00;13;75.4;59.1;73.0
2023-10-13 19:00:00;18;72.4;55.9;71.7
2023-10-13 20:00:00;9;75.2;51.2;61.9
2023-10-13 21:00:00;8;73.4;29.5;36.4
2023-10-13 22:00:00;16;75.0;58.3;72.9
2023-10-13 23:00:00;13;72.8;39.1;47.7
2023-10-14 00:00:00;6;73.6;53.3;63.9
2023-10-14 01:00:00;3;71.8;28.0;33.6
2023-10-14 02:00:00;4;72.0;28.7;33.9
2023-10-14 03:00:00;16;72.6;45.0;53.3
2023-10-14 04:00:00;1;69.6;51.4;59.9
2023-10-14 05:00:00;3;69.5;28.3;33.6
2023-10-14 06:00:00;3;68.7;29.0;33.6
2023-10-14 07:00:00;18;71.9;49.0;57.8
2023-10-14 08:00:00;1;70.6;44.6;52.7
2023-10-14 09:00:00;21;73.1;42.2;53.0
2023-10-14 10:00:00;4;72.8;52.6;63.5
2023-10-14 11:00:00;30;76.9;56.5;73.1
2023-10-14 12:00:00;1;72.7;41.3;50.0
2023-10-14 13:00:00;19;75.2;51.7;65.3
2023-10-14 14:00:00;0;70.6;50.3;61.7
2023-10-14 15:00:00;15;70.6;35.1;44.1
2023-10-14 16:00:00;6;73.5;58.2;72.2
2023-10-14 17:00:00;1;67.8;43.1;51.2
2023-10-14 18:00:00;18;71.7;39.8;49.0
2023-10-14 19:00:00;10;75.1;48.2;57.7
2023-10-14 20:00:00;31;77.2;55.7;73.1
2023-10-14 21:00:00;11;74.1;41.1;50.4
2023-10-14 22:00:00;19;76.1;52.6;63.8
2023-10-14 23:00:00;5;73.2;29.0;34.7
2023-10-15 00:00:00;7;73.0;30.4;35.9
2023-10-15 01:00:00;7;72.4;31.0;36.5
2023-10-15 02:00:00;22;74.4;52.6;64.9
2023-10-15 03:00:00;4;71.7;39.0;45.7
2023-10-15 04:00:00;9;73.0;31.6;37.5
2023-10-15 05:00:00;9;72.8;32.9;38.5
2023-10-15 06:00:00;21;74.1;55.0;67.6
2023-10-15 07:00:00;8;73.9;34.7;40.3
2023-10-15 08:00:00;18;74.2;36.4;44.1
2023-10-15 09:00:00;14;76.2;52.5;64.0
2023-10-15 10:00:00;23;75.1;36.7;46.3
2023-10-15 11:00:00;12;75.7;53.0;64.3
2023-10-15 12:00:00;16;74.8;34.4;42.7
2023-10-15 13:00:00;26;77.6;56.4;72.9
2023-10-15 14:00:00;22;76.1;45.9;57.9
2023-10-15 15:00:00;4;74.7;45.9;55.1
2023-10-15 16:00:00;26;75.2;40.5;52.6
2023-10-15 17:00:00;6;74.9;51.2;61.9
2023-10-15 18:00:00;18;74.0;34.3;43.3
2023-10-15 19:00:00;15;76.5;52.1;63.0
2023-10-15 20:00:00;32;77.3;52.1;66.8
2023-10-15 21:00:00;22;76.5;36.2;46.7
2023-10-15 22:00:00;25;77.4;53.6;67.4
2023-10-15 23:00:00;7;75.8;33.2;39.2
2023-10-16 00:00:00;10;74.9;33.8;39.7
2023-10-16 01:00:00;10;74.0;34.0;40.1
2023-10-16 02:00:00;10;73.0;34.0;40.4
2023-10-16 03:00:00;26;75.1;54.7;66.8
2023-10-16 04:00:00;10;74.8;34.0;41.2
2023-10-16 05:00:00;11;74.5;35.0;41.9
2023-10-16 06:00:00;24;75.4;51.5;64.8
2023-10-16 07:00:00;28;75.9;42.0;53.8
2023-10-16 08:00:00;9;53.3;56.5;49.6
2023-10-16 09:00:00;26;54.7;45.8;48.8
2023-10-16 10:00:00;22;75.6;52.1;62.5
2023-10-16 11:00:00;12;75.0;36.0;43.3
2023-10-16 12:00:00;16;75.1;36.8;44.3
2023-10-16 13:00:00;23;78.7;52.9;66.2
2023-10-16 14:00:00;27;78.0;41.3;55.7
2023-10-16 15:00:00;15;78.3;47.7;57.7
2023-10-16 16:00:00;8;76.6;33.0;38.7
2023-10-16 17:00:00;21;75.8;36.5;45.5
2023-10-16 18:00:00;14;77.0;50.6;60.9
2023-10-16 19:00:00;23;76.4;36.4;47.1
2023-10-16 20:00:00;19;78.3;49.6;61.3
2023-10-16 21:00:00;18;76.9;35.5;44.9
2023-10-16 22:00:00;17;77.3;50.4;61.6
2023-10-16 23:00:00;10;76.0;34.2;40.7
2023-10-17 00:00:00;10;75.2;35.0;41.4
2023-10-17 01:00:00;31;76.6;48.7;62.6
2023-10-17 02:00:00;8;76.2;39.0;46.1
2023-10-17 03:00:00;10;75.4;34.6;43.6
2023-10-17 04:00:00;11;75.0;36.0;42.8
2023-10-17 05:00:00;13;74.2;36.0;43.4
2023-10-17 06:00:00;24;76.8;53.3;65.7
2023-10-17 07:00:00;24;77.1;39.6;51.1
2023-10-17 08:00:00;20;77.9;49.1;60.2
2023-10-17 09:00:00;13;76.7;36.7;44.2
2023-10-17 10:00:00;0;34.6;36.1;33.3
2023-10-17 11:00:00;40;63.3;48.2;60.4
2023-10-17 12:00:00;11;76.9;43.4;51.2
2023-10-17 13:00:00;31;76.5;47.6;61.1
2023-10-17 14:00:00;5;76.1;41.6;48.3
2023-10-17 15:00:00;8;75.3;33.0;38.4
2023-10-17 16:00:00;26;75.6;43.9;55.1
2023-10-17 17:00:00;4;74.9;45.8;55.0
2023-10-17 18:00:00;22;75.0;35.7;45.2
2023-10-17 19:00:00;26;77.9;55.7;70.5
2023-10-17 20:00:00;6;75.8;32.2;37.9
2023-10-17 21:00:00;32;77.0;55.2;70.0
2023-10-17 22:00:00;7;75.1;32.3;38.6
2023-10-17 23:00:00;7;74.5;33.0;38.2
2023-10-18 00:00:00;25;75.5;55.5;70.6
2023-10-18 01:00:00;7;73.5;33.7;39.1
2023-10-18 02:00:00;9;73.4;33.0;38.7
2023-10-18 03:00:00;9;73.0;34.0;39.2
2023-10-18 04:00:00;19;73.2;39.5;47.6
2023-10-18 05:00:00;6;73.7;51.3;60.7
2023-10-18 06:00:00;10;73.9;33.3;39.8
2023-10-18 07:00:00;21;73.9;38.8;47.9
2023-10-18 08:00:00;11;76.1;49.6;59.0
2023-10-18 09:00:00;10;75.3;33.8;40.4
2023-10-18 10:00:00;22;74.9;40.1;50.0
2023-10-18 11:00:00;8;76.0;50.4;60.9
2023-10-18 12:00:00;28;76.3;49.0;63.3
2023-10-18 13:00:00;3;74.7;39.1;46.4
2023-10-18 14:00:00;28;75.7;42.3;54.8
2023-10-18 15:00:00;6;75.5;47.5;56.1
2023-10-18 16:00:00;6;74.4;30.6;36.1
2023-10-18 17:00:00;27;75.3;46.0;57.9
2023-10-18 18:00:00;7;73.5;46.1;55.8
2023-10-18 19:00:00;26;76.9;54.1;68.2
2023-10-18 20:00:00;6;75.1;30.6;36.6
2023-10-18 21:00:00;29;76.4;49.2;63.4
2023-10-18 22:00:00;4;75.0;40.0;47.1
2023-10-18 23:00:00;23;76.6;50.8;65.0
2023-10-19 00:00:00;4;73.6;38.2;45.3
2023-10-19 01:00:00;7;74.0;31.6;36.9
2023-10-19 02:00:00;7;72.5;32.0;37.0
2023-10-19 03:00:00;14;71.6;35.3;41.7
2023-10-19 04:00:00;10;74.2;56.8;68.7
2023-10-19 05:00:00;7;73.2;31.2;37.2
2023-10-19 06:00:00;9;73.4;32.6;37.9
2023-10-19 07:00:00;31;75.9;54.5;69.1
2023-10-19 08:00:00;6;74.9;34.3;40.0
2023-10-19 09:00:00;9;74.6;32.5;38.0
2023-10-19 10:00:00;23;76.3;51.8;65.2
2023-10-19 11:00:00;19;74.7;52.9;67.2
2023-10-19 12:00:00;5;75.0;38.2;43.8
2023-10-19 13:00:00;5;73.7;30.0;35.3
2023-10-19 14:00:00;26;76.3;53.6;68.2
2023-10-19 15:00:00;2;72.3;42.7;51.7
2023-10-19 16:00:00;4;72.3;29.0;33.9
2023-10-19 17:00:00;24;74.5;44.4;56.1
2023-10-19 18:00:00;6;75.1;49.3;59.3
2023-10-19 19:00:00;24;75.6;44.5;57.5
2023-10-19 20:00:00;5;74.9;43.7;52.3
2023-10-19 21:00:00;21;75.6;44.9;56.7
2023-10-19 22:00:00;1;72.7;45.9;55.6
2023-10-19 23:00:00;6;73.3;29.6;35.3
2023-10-20 00:00:00;20;75.7;53.8;68.0
2023-10-20 01:00:00;2;72.0;38.2;45.2
2023-10-20 02:00:00;6;73.1;29.8;35.2
2023-10-20 03:00:00;6;71.9;30.9;35.5
2023-10-20 04:00:00;15;71.0;38.0;44.2
2023-10-20 05:00:00;4;72.3;56.9;67.2
2023-10-20 06:00:00;6;72.2;30.2;36.0
2023-10-20 07:00:00;6;72.2;31.0;36.0
2023-10-20 08:00:00;22;75.2;54.3;67.8
2023-10-20 09:00:00;10;72.6;39.1;46.9
2023-10-20 10:00:00;18;76.3;56.1;69.7
2023-10-20 11:00:00;7;74.8;30.4;36.5
2023-10-20 12:00:00;14;73.8;33.6;40.6
2023-10-20 13:00:00;20;77.0;57.3;70.9
2023-10-20 14:00:00;7;74.9;30.6;36.9
2023-10-20 15:00:00;8;73.9;31.8;37.1
2023-10-20 16:00:00;26;75.8;54.5;68.8
2023-10-20 17:00:00;2;71.3;41.5;49.9
2023-10-20 18:00:00;15;73.1;32.9;40.4
2023-10-20 19:00:00;14;75.4;57.2;70.6
2023-10-20 20:00:00;6;73.7;30.3;36.2
2023-10-20 21:00:00;23;74.7;40.1;50.7
2023-10-20 22:00:00;5;73.4;53.7;64.7
2023-10-20 23:00:00;4;72.2;30.0;35.0
2023-10-21 00:00:00;5;72.1;30.0;35.1
2023-10-21 01:00:00;26;73.3;41.7;52.8
2023-10-21 02:00:00;4;73.2;50.4;60.0
2023-10-21 03:00:00;6;72.6;30.1;35.7
2023-10-21 04:00:00;7;72.1;31.0;36.2
2023-10-21 05:00:00;7;71.3;31.7;36.9
2023-10-21 06:00:00;23;74.3;56.2;68.9
2023-10-21 07:00:00;6;73.0;35.7;41.7
2023-10-21 08:00:00;8;67.2;32.5;37.2
2023-10-21 09:00:00;0;31.2;31.9;29.7
2023-10-21 10:00:00;32;56.9;40.8;52.1
2023-10-21 11:00:00;27;76.1;57.6;71.7
2023-10-21 12:00:00;4;73.6;33.4;37.2
2023-10-21 13:00:00;35;76.8;51.8;69.7
2023-10-21 14:00:00;6;75.7;41.9;48.6
2023-10-21 15:00:00;6;74.3;29.6;35.1
2023-10-21 16:00:00;29;75.9;48.5;62.2
2023-10-21 17:00:00;8;73.7;48.4;59.2
2023-10-21 18:00:00;17;75.8;54.6;67.2
2023-10-21 19:00:00;19;74.1;34.1;43.8
2023-10-21 20:00:00;13;75.9;57.0;69.8
2023-10-21 21:00:00;6;74.4;29.6;35.8
2023-10-21 22:00:00;25;75.5;46.7;58.4
2023-10-21 23:00:00;2;72.9;45.5;55.0
2023-10-22 00:00:00;10;74.0;31.4;37.6
2023-10-22 01:00:00;8;73.0;32.9;38.0
2023-10-22 02:00:00;9;72.1;33.0;38.4
2023-10-22 03:00:00;19;71.4;36.1;43.1
2023-10-22 04:00:00;11;74.2;54.0;64.5
2023-10-22 05:00:00;9;73.7;32.3;38.8
2023-10-22 06:00:00;10;73.5;33.7;39.6
2023-10-22 07:00:00;26;74.8;47.2;58.3
2023-10-22 08:00:00;5;74.3;41.4;49.5
2023-10-22 09:00:00;11;74.7;33.8;40.7
2023-10-22 10:00:00;27;75.4;46.3;58.7
2023-10-22 11:00:00;14;75.7;43.0;52.3
2023-10-22 12:00:00;32;77.6;55.2;70.5
2023-10-22 13:00:00;12;75.3;34.1;41.3
2023-10-22 14:00:00;20;76.3;57.0;72.7
2023-10-22 15:00:00;4;73.5;31.3;36.1
2023-10-22 16:00:00;28;76.0;52.4;66.3
2023-10-22 17:00:00;3;73.3;36.8;43.4
2023-10-22 18:00:00;23;74.5;38.1;48.3
2023-10-22 19:00:00;12;76.5;50.4;61.1
2023-10-22 20:00:00;16;74.9;32.5;40.4
2023-10-22 21:00:00;27;77.6;53.8;67.9
2023-10-22 22:00:00;25;76.5;43.3;55.9
2023-10-22 23:00:00;5;74.9;45.3;54.2
2023-10-23 00:00:00;10;74.6;32.5;38.7
2023-10-23 01:00:00;9;73.5;33.0;38.9
2023-10-23 02:00:00;9;73.0;33.0;38.9
2023-10-23 03:00:00;24;73.2;42.3;51.6
2023-10-23 04:00:00;5;74.2;47.0;55.7
2023-10-23 05:00:00;10;74.0;33.1;39.4
2023-10-23 06:00:00;10;73.3;34.0;39.9
2023-10-23 07:00:00;24;76.0;52.3;65.3
2023-10-23 08:00:00;7;75.6;36.1;42.0
2023-10-23 09:00:00;32;76.1;48.2;61.9
2023-10-23 10:00:00;7;76.1;38.2;44.7
2023-10-23 11:00:00;9;75.4;33.0;38.6
2023-10-23 12:00:00;29;76.8;52.8;67.3
2023-10-23 13:00:00;5;74.9;35.5;41.4
2023-10-23 14:00:00;23;75.6;43.1;54.3
2023-10-23 15:00:00;4;74.3;47.8;57.8
2023-10-23 16:00:00;7;74.3;30.7;36.5
2023-10-23 17:00:00;6;72.8;31.0;36.4
2023-10-23 18:00:00;22;75.1;54.5;68.2
2023-10-23 19:00:00;11;73.2;37.4;45.6
2023-10-23 20:00:00;29;77.3;54.5;69.5
2023-10-23 21:00:00;8;75.3;31.5;37.9
2023-10-23 22:00:00;31;76.5;48.4;62.5
2023-10-23 23:00:00;5;74.9;40.8;48.2
2023-10-24 00:00:00;8;74.5;32.0;37.6
2023-10-24 01:00:00;7;73.2;32.0;37.3
2023-10-24 02:00:00;8;72.3;32.0;37.5
2023-10-24 03:00:00;20;73.1;51.0;66.0
2023-10-24 04:00:00;5;73.3;34.8;40.4
2023-10-24 05:00:00;9;73.2;32.0;37.7
2023-10-24 06:00:00;22;74.8;52.6;65.0
2023-10-24 07:00:00;11;73.3;38.3;46.1
2023-10-24 08:00:00;12;57.7;53.8;54.9
2023-10-24 09:00:00;13;40.5;49.0;38.6
2023-10-24 10:00:00;20;75.4;59.9;68.2
2023-10-24 11:00:00;8;74.8;32.2;38.6
2023-10-24 12:00:00;31;75.9;49.4;62.9
2023-10-24 13:00:00;6;75.3;39.3;45.7
2023-10-24 14:00:00;29;76.6;50.8;64.9
2023-10-24 15:00:00;6;74.4;36.7;43.2
2023-10-24 16:00:00;9;74.1;32.8;38.1
2023-10-24 17:00:00;18;73.6;37.1;45.0
2023-10-24 18:00:00;11;75.3;51.9;62.6
2023-10-24 19:00:00;24;74.6;38.1;49.2
2023-10-24 20:00:00;12;76.6;48.5;58.5
2023-10-24 21:00:00;18;75.6;34.9;43.4
2023-10-24 22:00:00;20;77.1;52.5;64.6
2023-10-24 23:00:00;8;75.0;32.3;38.5
2023-10-25 00:00:00;8;74.1;33.0;38.6
2023-10-25 01:00:00;8;73.1;33.0;38.7
2023-10-25 02:00:00;27;74.7;47.9;59.3
2023-10-25 03:00:00;5;74.1;41.1;49.1
2023-10-25 04:00:00;10;74.3;33.4;39.3
2023-10-25 05:00:00;9;73.0;34.0;39.3
2023-10-25 06:00:00;21;74.6;55.3;67.5
2023-10-25 07:00:00;10;74.5;33.5;40.4
2023-10-25 08:00:00;22;74.6;38.1;47.2
2023-10-25 09:00:00;15;76.6;50.2;60.6
2023-10-25 10:00:00;11;75.5;33.6;40.5
2023-10-25 11:00:00;25;75.5;41.2;52.5
2023-10-25 12:00:00;9;75.7;47.0;55.6
2023-10-25 13:00:00;10;75.0;32.7;38.9
2023-10-25 14:00:00;23;74.3;39.2;49.1
2023-10-25 15:00:00;8;75.6;50.0;59.6
2023-10-25 16:00:00;9;75.0;32.3;38.3
2023-10-25 17:00:00;23;74.9;41.2;51.0
2023-10-25 18:00:00;6;74.7;48.3;58.0
2023-10-25 19:00:00;25;75.1;38.1;49.5
2023-10-25 20:00:00;13;76.2;50.5;61.2
2023-10-25 21:00:00;35;77.2;51.5;68.7
2023-10-25 22:00:00;10;76.4;38.0;45.2
2023-10-25 23:00:00;9;75.1;32.6;38.6
2023-10-26 00:00:00;25;76.0;54.7;69.0
2023-10-26 01:00:00;9;74.7;32.6;39.1
2023-10-26 02:00:00;9;74.2;33.8;39.4
2023-10-26 03:00:00;9;72.8;34.0;39.6
2023-10-26 04:00:00;22;74.6;52.8;65.2
2023-10-26 05:00:00;6;73.5;36.4;42.0
2023-10-26 06:00:00;11;73.7;33.8;40.2
2023-10-26 07:00:00;29;75.3;47.2;59.5
2023-10-26 08:00:00;5;74.8;40.2;47.3
2023-10-26 09:00:00;10;74.6;33.6;39.7
2023-10-26 10:00:00;10;73.3;34.0;39.5
2023-10-26 11:00:00;22;75.7;55.3;69.3
2023-10-26 12:00:00;18;74.6;36.6;45.3
2023-10-26 13:00:00;17;76.6;51.7;63.7
2023-10-26 14:00:00;27;77.0;53.4;67.8
2023-10-26 15:00:00;5;74.8;31.2;36.7
2023-10-26 16:00:00;6;73.5;31.0;36.2
2023-10-26 17:00:00;25;74.9;46.6;58.4
2023-10-26 18:00:00;4;74.2;43.4;51.6
2023-10-26 19:00:00;23;74.8;37.0;47.1
2023-10-26 20:00:00;12;76.1;50.6;60.8
2023-10-26 21:00:00;25;75.5;36.6;47.5
2023-10-26 22:00:00;20;77.2;51.4;63.0
2023-10-26 23:00:00;9;75.5;32.4;38.7
2023-10-27 00:00:00;8;74.2;33.0;38.3
2023-10-27 01:00:00;8;74.0;33.0;38.4
2023-10-27 02:00:00;8;73.1;33.0;38.4
2023-10-27 03:00:00;21;74.8;54.8;68.8
2023-10-27 04:00:00;7;73.2;34.5;39.9
2023-10-27 05:00:00;10;73.3;32.9;38.9
2023-10-27 06:00:00;20;74.6;51.3;63.1
2023-10-27 07:00:00;20;73.6;45.2;57.1
2023-10-27 08:00:00;10;72.3;46.5;53.0
2023-10-27 09:00:00;11;74.8;33.3;39.7
2023-10-27 10:00:00;27;76.5;53.7;67.4
2023-10-27 11:00:00;9;75.9;33.1;39.7
2023-10-27 12:00:00;33;77.2;53.7;68.5
2023-10-27 13:00:00;7;75.6;32.3;38.5
2023-10-27 14:00:00;26;77.0;54.3;69.9
2023-10-27 15:00:00;4;73.9;36.5;43.2
2023-10-27 16:00:00;7;74.1;31.0;36.3
2023-10-27 17:00:00;24;75.7;52.2;65.5
2023-10-27 18:00:00;5;73.5;36.6;43.9
2023-10-27 19:00:00;26;75.3;40.2;51.8
2023-10-27 20:00:00;13;76.8;46.2;55.6
2023-10-27 21:00:00;29;76.6;45.8;59.2
2023-10-27 22:00:00;7;75.6;39.3;46.6
2023-10-27 23:00:00;1;39.2;31.7;30.7
2023-10-28 00:00:00;11;50.0;31.9;34.9
2023-10-28 01:00:00;32;74.1;44.9;57.0
2023-10-28 02:00:00;7;72.7;42.9;49.8
2023-10-28 03:00:00;10;72.1;33.7;40.2
2023-10-28 04:00:00;10;74.0;34.0;40.4
2023-10-28 05:00:00;10;73.3;34.2;40.7
2023-10-28 06:00:00;21;75.3;54.7;67.1
2023-10-28 07:00:00;10;74.8;34.3;41.1
2023-10-28 08:00:00;4;48.6;34.5;35.7
2023-10-28 09:00:00;1;30.4;35.9;29.7
2023-10-28 10:00:00;41;70.2;52.8;67.3
2023-10-28 11:00:00;28;75.7;43.1;52.9
2023-10-28 12:00:00;23;77.1;52.7;67.4
2023-10-28 13:00:00;25;78.2;52.0;65.7
2023-10-28 14:00:00;31;78.1;51.2;67.3
2023-10-28 15:00:00;6;76.4;34.4;39.6
2023-10-28 16:00:00;32;76.7;47.2;61.9
2023-10-28 17:00:00;6;75.7;46.2;55.0
2023-10-28 18:00:00;7;74.5;29.8;35.7
2023-10-28 19:00:00;23;76.3;52.7;66.9
2023-10-28 20:00:00;14;74.8;34.8;43.1
2023-10-28 21:00:00;33;77.8;55.4;72.3
2023-10-28 22:00:00;6;75.9;33.1;38.2
