Site;SS30 Marronnier 3a-3b (ID 3230);SS30 Marronnier 3a-3b (ID 3230);SS30 Marronnier 3a-3b (ID 3230);SS30 Marronnier 3a-3b (ID 3230)
Object;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Compteur d'énergie sous-station;Régulation primaire (échangeur 1)
Time Stamp;Puissance [kW];Température depart [°C];Température retour [°C];Temp depart secondaire [°C]
2023-10-21 14:00:00;29;72.9;54.4;54.0
2023-10-21 15:00:00;13;76.2;26.7;35.8
2023-10-21 16:00:00;28;72.6;51.1;47.7
2023-10-21 17:00:00;8;76.0;26.0;34.3
2023-10-21 18:00:00;6;76.1;26.0;34.2
2023-10-21 19:00:00;40;77.5;44.5;51.2
2023-10-21 20:00:00;5;75.9;27.3;35.6
2023-10-21 21:00:00;9;76.8;26.6;35.7
2023-10-21 22:00:00;9;77.3;26.4;36.2
2023-10-21 23:00:00;33;74.5;47.6;57.1
2023-10-22 00:00:00;0;73.2;56.1;71.6
2023-10-22 01:00:00;0;66.8;44.4;67.2
2023-10-22 02:00:00;0;56.4;36.2;51.0
2023-10-22 03:00:00;10;56.4;29.7;37.1
2023-10-22 04:00:00;17;76.0;61.7;73.3
2023-10-22 05:00:00;0;65.5;38.2;41.1
2023-10-22 06:00:00;19;77.1;26.7;38.5
2023-10-22 07:00:00;14;77.8;27.0;38.6
2023-10-22 08:00:00;37;78.0;40.3;51.4
2023-10-22 09:00:00;13;77.6;27.6;39.8
2023-10-22 10:00:00;14;77.8;28.0;39.9
2023-10-22 11:00:00;34;77.3;33.7;45.8
2023-10-22 12:00:00;20;77.4;34.8;44.3
2023-10-22 13:00:00;44;77.2;37.1;48.4
2023-10-22 14:00:00;9;71.1;50.3;47.1
2023-10-22 15:00:00;6;76.0;26.0;34.8
2023-10-22 16:00:00;46;77.1;38.7;49.7
2023-10-22 17:00:00;4;71.3;44.2;40.3
2023-10-22 18:00:00;8;76.6;26.0;34.8
2023-10-22 19:00:00;42;77.6;40.1;49.3
2023-10-22 20:00:00;9;76.9;26.4;37.0
2023-10-22 21:00:00;44;77.7;40.3;52.0
2023-10-22 22:00:00;13;77.5;27.3;38.5
2023-10-22 23:00:00;0;65.4;27.8;42.7
2023-10-23 00:00:00;0;50.0;27.0;42.5
2023-10-23 01:00:00;35;66.5;43.2;52.3
2023-10-23 02:00:00;0;69.7;54.1;60.4
2023-10-23 03:00:00;3;66.4;30.1;34.9
2023-10-23 04:00:00;4;74.9;25.1;33.8
2023-10-23 05:00:00;4;75.3;25.0;33.6
2023-10-23 06:00:00;49;78.0;40.0;52.1
2023-10-23 07:00:00;15;77.8;27.0;38.4
2023-10-23 08:00:00;13;77.6;27.0;38.5
2023-10-23 09:00:00;34;77.9;31.0;43.7
2023-10-23 10:00:00;31;77.9;37.9;48.5
2023-10-23 11:00:00;9;77.3;27.0;36.9
2023-10-23 12:00:00;38;77.6;34.9;46.8
2023-10-23 13:00:00;12;77.1;31.8;40.0
2023-10-23 14:00:00;48;77.6;44.2;54.3
2023-10-23 15:00:00;4;74.6;35.4;35.9
2023-10-23 16:00:00;8;77.0;26.0;35.3
2023-10-23 17:00:00;8;77.0;26.0;35.3
2023-10-23 18:00:00;40;77.8;41.9;50.4
2023-10-23 19:00:00;9;77.0;26.0;36.2
2023-10-23 20:00:00;41;77.8;38.2;49.3
2023-10-23 21:00:00;27;77.2;29.9;41.9
2023-10-23 22:00:00;17;77.5;33.9;42.4
2023-10-23 23:00:00;0;63.2;27.0;37.2
2023-10-24 00:00:00;0;47.2;26.4;38.4
2023-10-24 01:00:00;34;62.2;47.5;57.9
2023-10-24 02:00:00;0;73.0;56.9;71.9
2023-10-24 03:00:00;0;67.2;44.5;67.7
2023-10-24 04:00:00;0;60.6;37.5;61.7
2023-10-24 05:00:00;0;53.3;32.5;47.9
2023-10-24 06:00:00;40;76.0;39.1;50.0
2023-10-24 07:00:00;15;77.6;26.4;38.5
2023-10-24 08:00:00;6;41.9;43.3;29.5
2023-10-24 09:00:00;16;36.6;52.9;29.6
2023-10-24 10:00:00;42;73.7;41.4;50.2
2023-10-24 11:00:00;24;76.0;28.0;40.1
2023-10-24 12:00:00;34;77.3;38.7;48.6
2023-10-24 13:00:00;11;77.6;26.7;37.6
2023-10-24 14:00:00;38;77.8;35.3;47.5
2023-10-24 15:00:00;13;77.2;30.9;40.2
2023-10-24 16:00:00;10;77.2;27.0;37.0
2023-10-24 17:00:00;10;77.1;26.8;36.8
2023-10-24 18:00:00;47;77.5;40.0;52.4
2023-10-24 19:00:00;10;77.3;28.6;38.2
2023-10-24 20:00:00;41;77.7;35.8;48.4
2023-10-24 21:00:00;19;77.4;32.7;43.0
2023-10-24 22:00:00;43;77.8;40.1;51.1
2023-10-24 23:00:00;0;65.3;27.0;43.7
2023-10-25 00:00:00;0;51.5;26.9;41.7
2023-10-25 01:00:00;0;60.4;27.0;34.8
2023-10-25 02:00:00;6;64.2;27.0;35.6
2023-10-25 03:00:00;30;75.7;61.3;70.2
2023-10-25 04:00:00;1;63.6;36.6;37.5
2023-10-25 05:00:00;3;73.6;25.2;33.1
2023-10-25 06:00:00;21;77.8;26.9;38.8
2023-10-25 07:00:00;39;78.1;37.3;50.3
2023-10-25 08:00:00;15;77.5;29.9;41.0
2023-10-25 09:00:00;17;77.9;28.0;39.9
2023-10-25 10:00:00;46;78.0;40.8;52.5
2023-10-25 11:00:00;9;77.5;28.0;38.4
2023-10-25 12:00:00;12;77.4;27.4;38.0
2023-10-25 13:00:00;47;77.7;40.9;51.5
2023-10-25 14:00:00;10;77.3;27.4;37.3
2023-10-25 15:00:00;11;77.7;27.0;37.3
2023-10-25 16:00:00;45;77.5;41.9;52.2
2023-10-25 17:00:00;9;77.1;26.5;36.8
2023-10-25 18:00:00;10;77.3;27.0;36.6
2023-10-25 19:00:00;43;77.7;41.5;51.2
2023-10-25 20:00:00;37;77.7;38.3;48.6
2023-10-25 21:00:00;40;77.8;38.9;49.8
2023-10-25 22:00:00;11;77.3;27.3;38.1
2023-10-25 23:00:00;28;72.4;40.6;49.9
2023-10-26 00:00:00;0;73.0;56.4;71.3
2023-10-26 01:00:00;0;59.4;40.3;52.6
2023-10-26 02:00:00;2;66.4;27.1;36.4
2023-10-26 03:00:00;13;74.8;29.1;36.9
2023-10-26 04:00:00;16;72.5;57.7;59.7
2023-10-26 05:00:00;3;70.2;29.0;34.0
2023-10-26 06:00:00;20;77.6;27.1;39.0
2023-10-26 07:00:00;15;77.5;27.3;38.9
2023-10-26 08:00:00;42;78.0;41.1;52.0
2023-10-26 09:00:00;12;77.5;27.2;38.4
2023-10-26 10:00:00;12;77.6;27.4;38.0
2023-10-26 11:00:00;45;78.8;41.6;52.4
2023-10-26 12:00:00;9;77.0;26.9;36.7
2023-10-26 13:00:00;10;77.2;27.0;36.6
2023-10-26 14:00:00;40;77.5;37.5;48.4
2023-10-26 15:00:00;9;76.5;30.5;37.6
2023-10-26 16:00:00;7;76.9;26.1;34.8
2023-10-26 17:00:00;9;77.1;26.8;35.5
2023-10-26 18:00:00;44;77.6;41.2;51.3
2023-10-26 19:00:00;12;77.6;27.1;37.5
2023-10-26 20:00:00;45;78.0;39.7;50.9
2023-10-26 21:00:00;11;77.3;27.6;38.1
2023-10-26 22:00:00;28;77.7;31.2;42.6
2023-10-26 23:00:00;19;76.2;63.1;73.4
2023-10-27 00:00:00;0;70.5;50.0;69.8
2023-10-27 01:00:00;0;57.4;38.5;47.2
2023-10-27 02:00:00;0;54.0;28.7;35.0
2023-10-27 03:00:00;29;74.2;56.5;65.5
2023-10-27 04:00:00;0;63.4;43.5;45.4
2023-10-27 05:00:00;4;73.1;25.7;33.5
2023-10-27 06:00:00;23;77.7;27.3;39.3
2023-10-27 07:00:00;41;78.0;40.5;51.3
2023-10-27 08:00:00;12;65.5;31.0;36.6
2023-10-27 09:00:00;14;76.2;28.0;38.5
2023-10-27 10:00:00;50;78.3;42.1;54.4
2023-10-27 11:00:00;12;77.9;28.0;38.8
2023-10-27 12:00:00;11;77.5;27.8;37.9
2023-10-27 13:00:00;34;77.6;32.2;43.9
2023-10-27 14:00:00;20;73.0;54.1;53.0
2023-10-27 15:00:00;7;75.9;26.5;35.0
2023-10-27 16:00:00;7;76.8;26.5;34.8
2023-10-27 17:00:00;40;75.7;54.6;56.4
2023-10-27 18:00:00;8;76.0;27.1;35.6
2023-10-27 19:00:00;12;77.6;27.0;37.0
2023-10-27 20:00:00;45;78.2;41.4;52.0
2023-10-27 21:00:00;12;77.4;27.5;38.2
2023-10-27 22:00:00;16;77.9;28.0;38.9
2023-10-27 23:00:00;3;45.8;54.1;36.6
2023-10-28 00:00:00;36;60.0;57.5;55.0
2023-10-28 01:00:00;6;72.0;59.3;58.2
2023-10-28 02:00:00;6;74.2;26.4;35.2
2023-10-28 03:00:00;6;76.1;26.0;35.1
2023-10-28 04:00:00;7;76.9;26.0;35.3
2023-10-28 05:00:00;30;77.5;47.6;54.9
2023-10-28 06:00:00;21;77.9;29.2;40.1
2023-10-28 07:00:00;18;78.1;28.0;40.1
2023-10-28 08:00:00;8;48.7;43.9;32.4
2023-10-28 09:00:00;7;30.2;58.7;27.4
2023-10-28 10:00:00;61;72.7;43.2;54.0
2023-10-28 11:00:00;12;78.1;27.4;38.4
2023-10-28 12:00:00;48;79.0;40.2;52.1
2023-10-28 13:00:00;9;78.2;27.1;37.1
2023-10-28 14:00:00;43;78.3;45.3;51.8
2023-10-28 15:00:00;4;72.3;33.9;35.4
2023-10-28 16:00:00;35;77.0;49.8;56.6
2023-10-28 17:00:00;3;70.3;34.4;35.9
2023-10-28 18:00:00;8;76.9;26.0;34.6
2023-10-28 19:00:00;42;77.8;44.0;51.8
2023-10-28 20:00:00;11;77.1;27.4;37.2
2023-10-28 21:00:00;12;77.5;27.5;37.7
2023-10-28 22:00:00;42;77.5;40.2;50.6
2023-10-28 23:00:00;1;63.6;27.0;40.2
2023-10-29 01:00:00;1;66.0;27.0;35.1
2023-10-29 01:00:00;3;72.0;26.5;31.7
2023-10-29 02:00:00;18;73.5;42.6;49.9
2023-10-29 03:00:00;5;73.7;28.8;35.2
2023-10-29 04:00:00;7;76.7;26.0;35.3
2023-10-29 05:00:00;29;76.9;37.6;47.7
2023-10-29 06:00:00;20;78.2;31.4;41.7
2023-10-29 07:00:00;20;78.3;28.1;40.9
2023-10-29 08:00:00;20;78.1;28.1;41.1
2023-10-29 09:00:00;34;78.5;33.8;46.2
2023-10-29 10:00:00;18;78.1;34.9;43.1
2023-10-29 11:00:00;38;77.6;36.6;47.7
2023-10-29 12:00:00;1;69.6;43.2;36.1
2023-10-29 13:00:00;13;75.3;26.0;35.8
2023-10-29 14:00:00;30;71.9;56.3;58.4
2023-10-29 15:00:00;2;65.3;31.7;33.0
2023-10-29 16:00:00;14;75.7;25.2;33.5
2023-10-29 17:00:00;34;74.1;51.3;49.6
2023-10-29 18:00:00;9;76.6;26.0;34.6
2023-10-29 19:00:00;34;77.6;33.6;44.6
2023-10-29 20:00:00;18;77.5;33.6;42.8
2023-10-29 21:00:00;48;77.9;40.7;51.8
2023-10-29 22:00:00;10;77.3;27.5;37.7
2023-10-29 23:00:00;0;63.6;27.1;36.2
2023-10-30 00:00:00;0;53.0;26.9;35.9
2023-10-30 01:00:00;2;69.3;26.6;33.6
2023-10-30 02:00:00;33;75.9;55.5;65.2
2023-10-30 03:00:00;1;64.5;42.3;44.0
2023-10-30 04:00:00;4;73.6;25.1;33.7
2023-10-30 05:00:00;5;76.1;25.1;33.8
2023-10-30 06:00:00;47;77.9;37.4;50.3
2023-10-30 07:00:00;16;78.0;29.9;41.1
2023-10-30 08:00:00;18;77.9;28.0;39.8
2023-10-30 09:00:00;18;77.7;27.9;39.9
2023-10-30 10:00:00;42;78.8;41.3;51.8
2023-10-30 11:00:00;9;76.9;26.6;36.2
2023-10-30 12:00:00;28;77.9;30.5;41.8
2023-10-30 13:00:00;26;77.5;37.4;47.0
2023-10-30 14:00:00;47;77.7;42.3;52.7
2023-10-30 15:00:00;13;77.5;27.2;37.5
2023-10-30 16:00:00;13;77.7;27.1;38.0
2023-10-30 17:00:00;14;77.6;27.8;38.7
2023-10-30 18:00:00;51;78.0;41.8;53.8
2023-10-30 19:00:00;54;78.2;41.9;54.4
2023-10-30 20:00:00;12;77.4;28.1;39.3
2023-10-30 21:00:00;40;77.6;39.4;50.8
2023-10-30 22:00:00;13;77.9;28.0;39.4
2023-10-30 23:00:00;30;73.9;47.1;55.8
2023-10-31 00:00:00;0;72.0;54.8;70.3
2023-10-31 01:00:00;0;57.7;39.5;50.2
2023-10-31 02:00:00;0;52.4;30.1;35.2
2023-10-31 03:00:00;2;63.2;26.7;34.0
2023-10-31 04:00:00;31;77.0;55.1;66.5
2023-10-31 05:00:00;1;68.7;43.1;48.4
2023-10-31 06:00:00;22;77.6;27.2;39.6
2023-10-31 07:00:00;18;77.7;28.0;39.8
2023-10-31 08:00:00;49;78.2;41.4;53.6
2023-10-31 09:00:00;13;78.0;28.0;40.1
2023-10-31 10:00:00;52;78.3;42.5;54.7
2023-10-31 11:00:00;11;77.8;27.6;38.8
2023-10-31 12:00:00;13;77.9;28.0;38.7
2023-10-31 13:00:00;45;78.1;39.7;51.3
2023-10-31 14:00:00;13;77.8;27.9;39.5
2023-10-31 15:00:00;14;77.8;28.0;39.7
2023-10-31 16:00:00;13;77.8;28.0;39.4
2023-10-31 17:00:00;48;78.7;41.7;53.5
2023-10-31 18:00:00;12;77.5;27.8;38.4
2023-10-31 19:00:00;49;77.6;40.2;52.9
2023-10-31 20:00:00;38;78.0;33.1;46.7
2023-10-31 21:00:00;25;78.1;34.1;46.9
2023-10-31 22:00:00;19;78.3;29.1;42.7
2023-10-31 23:00:00;35;73.4;40.1;52.1
2023-11-01 00:00:00;5;75.3;37.7;38.9
2023-11-01 01:00:00;9;77.5;27.8;37.9
2023-11-01 02:00:00;9;77.8;27.3;38.1
2023-11-01 03:00:00;10;78.0;27.2;38.1
2023-11-01 04:00:00;36;78.4;40.9;51.9
2023-11-01 05:00:00;11;78.1;27.4;38.7
2023-11-01 06:00:00;30;79.0;29.7;45.9
2023-11-01 07:00:00;24;79.1;30.0;46.0
2023-11-01 08:00:00;43;79.1;36.6;52.3
2023-11-01 09:00:00;25;79.2;35.2;49.2
2023-11-01 10:00:00;16;79.0;29.4;42.5
2023-11-01 11:00:00;26;78.8;30.0;42.9
2023-11-01 12:00:00;30;79.4;39.2;49.1
2023-11-01 13:00:00;10;78.6;27.9;38.0
2023-11-01 14:00:00;19;78.2;29.2;40.2
2023-11-01 15:00:00;31;79.0;38.8;48.9
2023-11-01 16:00:00;12;78.2;27.3;38.0
2023-11-01 17:00:00;13;78.3;27.9;38.7
2023-11-01 18:00:00;35;78.1;33.2;45.7
2023-11-01 19:00:00;38;78.1;37.4;49.2
2023-11-01 20:00:00;32;78.6;36.7;48.3
2023-11-01 21:00:00;44;78.7;38.3;50.6
2023-11-01 22:00:00;17;78.5;28.9;42.9
2023-11-01 23:00:00;3;73.3;29.4;39.2
2023-11-02 00:00:00;7;77.6;27.6;37.6
2023-11-02 01:00:00;39;77.0;49.6;53.1
2023-11-02 02:00:00;5;77.4;27.1;36.5
2023-11-02 03:00:00;1;74.7;27.3;36.1
2023-11-02 04:00:00;2;75.0;26.7;34.3
2023-11-02 05:00:00;6;74.6;26.1;36.7
2023-11-02 06:00:00;33;78.7;39.8;50.1
2023-11-02 07:00:00;15;78.5;27.0;37.6
2023-11-02 08:00:00;18;78.7;28.0;39.6
2023-11-02 09:00:00;4;30.8;54.4;28.0
2023-11-02 10:00:00;66;55.6;53.9;50.3
2023-11-02 11:00:00;22;74.8;34.0;45.0
2023-11-02 12:00:00;19;78.3;28.6;41.4
2023-11-02 13:00:00;52;78.8;41.7;54.1
2023-11-02 14:00:00;16;78.3;28.5;41.2
2023-11-02 15:00:00;17;78.6;29.0;42.0
2023-11-02 16:00:00;16;78.4;28.6;40.7
2023-11-02 17:00:00;44;78.4;37.5;51.1
2023-11-02 18:00:00;16;78.0;31.7;43.1
2023-11-02 19:00:00;46;78.7;37.1;51.3
2023-11-02 20:00:00;31;78.3;33.8;47.2
2023-11-02 21:00:00;37;78.3;39.2;51.7
2023-11-02 22:00:00;19;78.5;28.9;42.6
2023-11-02 23:00:00;31;77.7;51.2;61.0
2023-11-03 00:00:00;4;75.1;33.7;38.3
2023-11-03 01:00:00;10;77.9;27.1;38.0
2023-11-03 02:00:00;11;78.0;27.0;38.5
2023-11-03 03:00:00;11;78.1;27.4;38.6
2023-11-03 04:00:00;35;78.8;40.0;51.9
2023-11-03 05:00:00;17;78.8;27.9;40.8
2023-11-03 06:00:00;33;79.3;30.3;47.7
2023-11-03 07:00:00;26;79.1;30.3;47.0
2023-11-03 08:00:00;51;79.5;41.5;56.6
2023-11-03 09:00:00;20;79.2;29.8;45.2
2023-11-03 10:00:00;38;79.4;34.6;49.4
2023-11-03 11:00:00;23;79.2;34.3;47.2
2023-11-03 12:00:00;14;79.1;29.0;41.1
2023-11-03 13:00:00;45;79.4;40.5;52.8
2023-11-03 14:00:00;15;79.1;28.4;41.1
2023-11-03 15:00:00;42;79.5;39.6;51.5
2023-11-03 16:00:00;16;78.9;28.1;40.7
2023-11-03 17:00:00;19;78.7;28.9;42.1
2023-11-03 18:00:00;58;79.2;42.2;55.6
2023-11-03 19:00:00;47;79.1;39.2;53.3
2023-11-03 20:00:00;23;78.9;30.0;44.9
2023-11-03 21:00:00;22;78.8;30.8;45.7
2023-11-03 22:00:00;50;79.0;38.9;53.8
2023-11-03 23:00:00;2;71.9;30.7;41.6
2023-11-04 00:00:00;38;78.3;39.6;50.3
2023-11-04 01:00:00;9;77.8;28.2;39.3
2023-11-04 02:00:00;11;78.4;28.0;38.7
2023-11-04 03:00:00;11;78.4;28.0;38.8
2023-11-04 04:00:00;12;78.6;28.0;38.9
2023-11-04 05:00:00;33;79.2;40.1;51.0
2023-11-04 06:00:00;34;79.2;30.1;47.0
2023-11-04 07:00:00;28;79.4;31.0;47.3
2023-11-04 08:00:00;26;79.4;31.1;47.4
2023-11-04 09:00:00;44;79.6;37.4;52.8
2023-11-04 10:00:00;23;79.5;34.3;47.5
2023-11-04 11:00:00;53;79.9;42.6;55.3
2023-11-04 12:00:00;33;79.4;35.2;48.0
2023-11-04 13:00:00;14;79.1;29.0;41.3
2023-11-04 14:00:00;47;79.5;41.0;53.8
2023-11-04 15:00:00;18;79.1;28.9;43.2
2023-11-04 16:00:00;26;79.5;30.4;45.4
2023-11-04 17:00:00;44;79.5;39.9;53.5
2023-11-04 18:00:00;21;79.2;30.0;44.7
2023-11-04 19:00:00;46;79.4;38.5;53.1
2023-11-04 20:00:00;20;79.2;30.5;45.7
2023-11-04 21:00:00;21;79.3;30.9;46.4
2023-11-04 22:00:00;22;42.3;58.5;37.2
2023-11-04 23:00:00;6;30.4;59.3;28.1
2023-11-05 00:00:00;52;68.0;52.1;53.3
2023-11-05 01:00:00;7;75.2;29.5;38.7
2023-11-05 02:00:00;9;78.5;28.0;38.8
2023-11-05 03:00:00;8;78.7;27.8;38.0
2023-11-05 04:00:00;7;78.4;27.5;37.4
2023-11-05 05:00:00;32;77.7;46.2;51.1
2023-11-05 06:00:00;28;79.2;28.7;43.7
2023-11-05 07:00:00;21;79.4;29.0;43.4
2023-11-05 08:00:00;19;79.3;29.0;42.7
2023-11-05 09:00:00;43;79.6;40.8;54.3
2023-11-05 10:00:00;14;79.1;28.6;41.4
2023-11-05 11:00:00;6;33.4;57.2;29.3
2023-11-05 12:00:00;26;39.6;49.8;30.9
2023-11-05 13:00:00;55;76.2;47.7;56.8
2023-11-05 14:00:00;44;77.0;40.5;51.3
2023-11-05 15:00:00;9;62.0;36.2;35.1
2023-11-05 16:00:00;6;30.8;59.3;27.7
2023-11-05 17:00:00;54;65.0;47.7;50.8
2023-11-05 18:00:00;14;73.1;28.7;39.6
2023-11-05 19:00:00;45;75.5;39.6;52.1
2023-11-05 20:00:00;37;67.3;37.1;48.9
2023-11-05 21:00:00;18;69.7;29.2;42.3
2023-11-05 22:00:00;18;78.4;29.0;42.5
2023-11-05 23:00:00;32;78.0;52.6;63.6
2023-11-06 00:00:00;4;74.9;36.2;41.4
2023-11-06 01:00:00;8;57.0;27.0;37.6
2023-11-06 02:00:00;6;54.4;27.0;37.0
2023-11-06 03:00:00;11;51.5;28.8;38.7
2023-11-06 04:00:00;11;49.6;47.3;49.4
2023-11-06 05:00:00;11;46.3;43.9;46.5
2023-11-06 06:00:00;28;43.0;36.1;41.9
2023-11-06 07:00:00;22;39.9;34.2;38.6
2023-11-06 08:00:00;15;36.2;31.6;34.3
2023-11-06 09:00:00;1;27.0;29.9;26.3
2023-11-06 10:00:00;8;35.1;25.3;27.0
2023-11-06 11:00:00;34;39.5;28.0;32.8
2023-11-06 12:00:00;54;58.3;46.7;53.5
2023-11-06 13:00:00;33;54.4;48.2;52.6
2023-11-06 14:00:00;41;58.4;50.7;56.0
2023-11-06 15:00:00;36;62.7;55.5;60.4
2023-11-06 16:00:00;9;70.2;28.7;38.4
2023-11-06 17:00:00;13;78.3;27.3;38.2
2023-11-06 18:00:00;44;78.6;37.5;50.0
2023-11-06 19:00:00;17;77.1;31.3;42.0
2023-11-06 20:00:00;60;78.2;44.0;56.9
2023-11-06 21:00:00;38;78.2;35.6;49.2
2023-11-06 22:00:00;18;78.2;29.0;42.6
2023-11-06 23:00:00;1;66.2;29.3;39.9
2023-11-07 00:00:00;32;74.8;48.7;53.6
2023-11-07 01:00:00;6;74.1;30.8;36.8
2023-11-07 02:00:00;10;77.4;27.0;37.5
2023-11-07 03:00:00;10;77.1;27.0;37.4
2023-11-07 04:00:00;12;77.7;27.0;37.9
2023-11-07 05:00:00;31;78.1;40.2;50.5
2023-11-07 06:00:00;31;78.5;28.7;44.3
2023-11-07 07:00:00;24;78.8;29.0;44.1
2023-11-07 08:00:00;32;79.0;29.1;44.9
2023-11-07 09:00:00;52;78.4;41.8;54.7
2023-11-07 10:00:00;45;79.2;37.6;50.9
2023-11-07 11:00:00;15;78.8;27.8;40.3
2023-11-07 12:00:00;31;78.0;30.8;43.4
2023-11-07 13:00:00;33;78.8;38.0;48.9
2023-11-07 14:00:00;21;78.6;28.3;40.2
2023-11-07 15:00:00;40;78.6;38.5;51.4
2023-11-07 16:00:00;16;78.4;28.6;40.4
2023-11-07 17:00:00;16;78.3;28.0;40.2
2023-11-07 18:00:00;21;78.4;28.4;41.1
2023-11-07 19:00:00;48;78.6;41.8;54.8
2023-11-07 20:00:00;47;78.8;36.1;50.9
2023-11-07 21:00:00;28;78.6;34.4;48.3
2023-11-07 22:00:00;24;78.8;30.1;45.9
2023-11-07 23:00:00;38;77.2;50.3;55.4
2023-11-08 00:00:00;11;78.5;28.2;40.0
2023-11-08 01:00:00;13;78.7;28.0;40.3
2023-11-08 02:00:00;14;78.7;28.2;40.4
2023-11-08 03:00:00;42;79.0;40.7;52.5
2023-11-08 04:00:00;14;78.5;28.3;41.0
2023-11-08 05:00:00;17;79.2;28.9;41.6
2023-11-08 06:00:00;37;79.6;31.3;50.1
2023-11-08 07:00:00;30;79.5;31.8;50.1
2023-11-08 08:00:00;55;79.9;41.3;58.3
2023-11-08 09:00:00;25;79.8;31.5;49.0
2023-11-08 10:00:00;46;79.4;37.2;52.0
2023-11-08 11:00:00;23;79.8;34.4;46.9
2023-11-08 12:00:00;16;79.6;29.3;42.2
2023-11-08 13:00:00;38;79.8;35.4;48.9
2023-11-08 14:00:00;18;79.4;32.8;43.9
2023-11-08 15:00:00;14;79.2;28.2;40.7
2023-11-08 16:00:00;47;79.5;39.7;52.7
2023-11-08 17:00:00;14;78.9;28.4;41.4
2023-11-08 18:00:00;52;79.8;36.9;51.8
2023-11-08 19:00:00;27;79.4;33.5;48.4
2023-11-08 20:00:00;60;79.6;39.2;55.9
2023-11-08 21:00:00;40;79.5;34.5;50.4
2023-11-08 22:00:00;32;79.9;35.6;50.2
2023-11-08 23:00:00;8;77.7;28.9;40.5
2023-11-09 00:00:00;11;78.9;28.7;40.2
2023-11-09 01:00:00;46;79.5;39.9;52.8
2023-11-09 02:00:00;12;79.0;28.1;40.3
2023-11-09 03:00:00;15;79.3;28.0;40.5
2023-11-09 04:00:00;14;79.3;28.2;40.8
2023-11-09 05:00:00;16;79.6;28.1;41.0
2023-11-09 06:00:00;52;80.3;40.3;56.5
2023-11-09 07:00:00;25;80.1;30.3;47.1
2023-11-09 08:00:00;23;80.0;30.1;46.1
2023-11-09 09:00:00;56;80.2;42.7;56.9
2023-11-09 10:00:00;14;79.7;28.7;42.1
2023-11-09 11:00:00;48;80.0;39.7;53.3
2023-11-09 12:00:00;14;79.4;30.2;41.5
2023-11-09 13:00:00;42;80.1;37.1;50.3
2023-11-09 14:00:00;20;79.8;29.0;43.1
2023-11-09 15:00:00;44;79.9;35.3;50.2
2023-11-09 16:00:00;27;79.6;34.0;48.1
2023-11-09 17:00:00;22;79.9;29.8;44.6
2023-11-09 18:00:00;20;79.7;29.5;44.0
2023-11-09 19:00:00;55;79.7;41.6;57.1
2023-11-09 20:00:00;20;79.5;29.7;44.6
2023-11-09 21:00:00;48;79.8;39.0;54.3
2023-11-09 22:00:00;22;79.4;29.9;45.0
2023-11-09 23:00:00;1;68.6;29.6;40.1
2023-11-10 00:00:00;42;78.5;40.1;51.8
2023-11-10 01:00:00;7;77.8;29.5;37.8
2023-11-10 02:00:00;10;78.7;27.0;37.9
2023-11-10 03:00:00;12;79.0;27.0;38.5
2023-11-10 04:00:00;12;79.0;27.3;38.6
2023-11-10 05:00:00;34;79.5;40.4;51.4
2023-11-10 06:00:00;33;79.8;29.3;46.1
2023-11-10 07:00:00;26;79.9;29.9;45.6
2023-11-10 08:00:00;26;79.8;29.9;45.4
2023-11-10 09:00:00;56;80.0;41.1;55.5
2023-11-10 10:00:00;22;79.8;29.9;44.5
2023-11-10 11:00:00;45;79.7;39.3;52.9
2023-11-10 12:00:00;16;79.2;28.5;41.1
2023-11-10 13:00:00;17;79.3;28.8;41.6
2023-11-10 14:00:00;47;79.4;40.2;53.2
2023-11-10 15:00:00;15;79.0;28.4;40.9
2023-11-10 16:00:00;17;79.0;28.5;40.9
2023-11-10 17:00:00;43;79.1;35.5;49.9
2023-11-10 18:00:00;25;79.2;34.3;47.4
2023-11-10 19:00:00;19;79.1;29.0;43.2
2023-11-10 20:00:00;60;79.4;40.1;55.2
2023-11-10 21:00:00;22;79.2;30.3;45.1
2023-11-10 22:00:00;53;79.3;38.6;53.1
2023-11-10 23:00:00;1;67.7;31.6;41.3
2023-11-11 00:00:00;7;76.7;28.2;37.4
2023-11-11 01:00:00;9;78.0;27.5;37.4
2023-11-11 02:00:00;42;79.4;41.8;51.6
2023-11-11 03:00:00;8;77.9;27.7;38.5
2023-11-11 04:00:00;12;78.9;27.6;38.2
2023-11-11 05:00:00;11;79.0;27.0;37.8
2023-11-11 06:00:00;28;79.4;28.6;42.8
2023-11-11 07:00:00;43;79.5;41.3;54.5
2023-11-11 08:00:00;26;79.3;29.6;44.0
2023-11-11 09:00:00;53;79.8;39.8;53.3
2023-11-11 10:00:00;20;79.4;29.2;42.4
2023-11-11 11:00:00;19;79.2;28.7;41.1
2023-11-11 12:00:00;48;79.5;40.4;53.2
2023-11-11 13:00:00;20;79.1;28.1;40.9
2023-11-11 14:00:00;49;79.4;39.7;52.2
2023-11-11 15:00:00;14;78.9;28.2;39.6
2023-11-11 16:00:00;18;79.0;28.0;40.3
2023-11-11 17:00:00;54;79.3;40.7;54.2
2023-11-11 18:00:00;18;79.1;28.9;41.8
2023-11-11 19:00:00;53;79.2;40.4;54.1
2023-11-11 20:00:00;23;79.1;28.9;43.4
